productid;productname;subcategory;category
OFF-ST-10003470;Rogers Deluxe File Chest;Storage                                           ;Office Supplies
OFF-ST-10003479;Eldon Shelf Savers Cubes and Bins;Storage                                           ;Office Supplies
OFF-ST-10003572;Tennsco Industrial Shelving;Storage                                           ;Office Supplies
OFF-ST-10003638;Staple magnet;Storage                                           ;Office Supplies
OFF-ST-10003641;SAFCO Commercial Wire Shelving, Black;Storage                                           ;Office Supplies
OFF-ST-10003656;Fellowes Neat Ideas Storage Cubes;Storage                                           ;Office Supplies
OFF-ST-10003692;Dual Level, Single-Width Filing Carts;Storage                                           ;Office Supplies
OFF-ST-10003716;SAFCO Boltless Steel Shelving;Storage                                           ;Office Supplies
OFF-ST-10003722;"""Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"""" Deep, Sand""";Storage                                           ;Office Supplies
OFF-ST-10003805;Safco Industrial Shelving;Storage                                           ;Office Supplies
OFF-ST-10003816;Sterilite Show Offs Storage Containers;Storage                                           ;Office Supplies
OFF-ST-10003994;Trav-L-File Heavy-Duty Shuttle II, Black;Storage                                           ;Office Supplies
OFF-ST-10003996;Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays;Storage                                           ;Office Supplies
OFF-ST-10004123;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;Storage                                           ;Office Supplies
OFF-ST-10004180;Adjustable Depth Letter/Legal Cart;Storage                                           ;Office Supplies
OFF-ST-10004186;Staple magnet;Storage                                           ;Office Supplies
OFF-ST-10004258;Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers;Storage                                           ;Office Supplies
OFF-ST-10004337;Letter Size Cart;Storage                                           ;Office Supplies
OFF-ST-10004340;Belkin OmniView SE Rackmount Kit;Storage                                           ;Office Supplies
OFF-ST-10004459;Akro-Mils 12-Gallon Tote;Storage                                           ;Office Supplies
OFF-ST-10004507;Eldon Portable Mobile Manager;Storage                                           ;Office Supplies
OFF-ST-10004634;Tenex File Box, Personal Filing Tote with Lid, Black;Storage                                           ;Office Supplies
OFF-ST-10004804;Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units;Storage                                           ;Office Supplies
OFF-ST-10004835;Eldon Base for stackable storage shelf, platinum;Storage                                           ;Office Supplies
OFF-ST-10004946;Portfile Personal File Boxes;Storage                                           ;Office Supplies
OFF-ST-10004950;Mobile Personal File Cube;Storage                                           ;Office Supplies
OFF-ST-10004963;Space Solutions Industrial Galvanized Steel Shelving.;Storage                                           ;Office Supplies
OFF-SU-10000151;Safco Industrial Wire Shelving;Storage                                           ;Office Supplies
OFF-SU-10000157;Recycled Steel Personal File for Hanging File Folders;Storage                                           ;Office Supplies
OFF-SU-10000381;Tennsco Double-Tier Lockers;Storage                                           ;Office Supplies
OFF-SU-10000432;Project Tote Personal File;Storage                                           ;Office Supplies
OFF-SU-10000646;24 Capacity Maxi Data Binder Racks, Pearl;Storage                                           ;Office Supplies
OFF-SU-10000898;Fellowes High-Stak Drawer Files;Storage                                           ;Office Supplies
OFF-SU-10000946;"""Belkin 19"""" Center-Weighted Shelf, Gray""";Storage                                           ;Office Supplies
OFF-SU-10000952;Letter/Legal File Tote with Clear Snap-On Lid, Black Granite;Storage                                           ;Office Supplies
OFF-SU-10001165;Safco Industrial Wire Shelving System;Storage                                           ;Office Supplies
OFF-SU-10001212;Safco Commercial Shelving;Storage                                           ;Office Supplies
OFF-SU-10001218;"""Stur-D-Stor Shelving, Vertical 5-Shelf: 72""""H x 36""""W x 18 1/2""""D""";Storage                                           ;Office Supplies
OFF-SU-10001225;Portable Personal File Box;Storage                                           ;Office Supplies
OFF-SU-10001574;SAFCO Commercial Wire Shelving, 72h;Storage                                           ;Office Supplies
OFF-SU-10001664;Fellowes Mobile File Cart, Black;Storage                                           ;Office Supplies
OFF-SU-10001935;Tennsco Single-Tier Lockers;Storage                                           ;Office Supplies
OFF-SU-10002189;Advantus Rolling Storage Box;Storage                                           ;Office Supplies
OFF-SU-10002301;Personal Folder Holder, Ebony;Storage                                           ;Office Supplies
OFF-SU-10002503;"""Belkin 19"""" Vented Equipment Shelf, Black""";Storage                                           ;Office Supplies
OFF-SU-10002522;Plastic Stacking Crates & Casters;Storage                                           ;Office Supplies
OFF-SU-10002537;Desktop 3-Pocket Hot File;Storage                                           ;Office Supplies
OFF-SU-10002557;Acco Perma 3000 Stacking Storage Drawers;Storage                                           ;Office Supplies
OFF-SU-10002573;Acco Perma 3000 Stacking Storage Drawers;Storage                                           ;Office Supplies
OFF-SU-10002881;Eldon Gobal File Keepers;Storage                                           ;Office Supplies
OFF-SU-10003002;High Speed Automatic Electric Letter Opener;Supplies                                          ;Office Supplies
OFF-SU-10003505;Compact Automatic Electric Letter Opener;Supplies                                          ;Office Supplies
OFF-SU-10003567;Acme Forged Steel Scissors with Black Enamel Handles;Supplies                                          ;Office Supplies
OFF-SU-10003936;Acco Side-Punched Conventional Columnar Pads;Supplies                                          ;Office Supplies
OFF-SU-10004115;Premier Automatic Letter Opener;Supplies                                          ;Office Supplies
OFF-SU-10004231;"""Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"""" Cut, 8""""L""";Supplies                                          ;Office Supplies
OFF-SU-10004261;Staple remover;Supplies                                          ;Office Supplies
OFF-SU-10004290;Fiskars Home & Office Scissors;Supplies                                          ;Office Supplies
OFF-SU-10004498;Acme Elite Stainless Steel Scissors;Supplies                                          ;Office Supplies
OFF-SU-10004661;Kleencut Forged Office Shears by Acme United Corporation;Supplies                                          ;Office Supplies
OFF-SU-10004664;Fiskars Softgrip Scissors;Supplies                                          ;Office Supplies
OFF-SU-10004737;Staple remover;Supplies                                          ;Office Supplies
OFF-SU-10004768;Acme Value Line Scissors;Supplies                                          ;Office Supplies
OFF-SU-10004782;Acme Office Executive Series Stainless Steel Trimmers;Supplies                                          ;Office Supplies
OFF-SU-10004884;Staple remover;Supplies                                          ;Office Supplies
TEC-AC-10000023;Acme Rosewood Handle Letter Opener;Supplies                                          ;Office Supplies
TEC-AC-10000057;Serrated Blade or Curved Handle Hand Letter Openers;Supplies                                          ;Office Supplies
TEC-AC-10000109;Acme Preferred Stainless Steel Scissors;Supplies                                          ;Office Supplies
TEC-AC-10000158;Acme Kleen Earth Office Shears;Supplies                                          ;Office Supplies
TEC-AC-10000171;Acme Box Cutter Scissors;Supplies                                          ;Office Supplies
TEC-AC-10000199;Fiskars Spring-Action Scissors;Supplies                                          ;Office Supplies
TEC-AC-10000290;"""Acme 10"""" Easy Grip Assistive Scissors""";Supplies                                          ;Office Supplies
TEC-AC-10000303;Martin Yale Chadless Opener Electric Letter Opener;Supplies                                          ;Office Supplies
TEC-AC-10000358;Letter Slitter;Supplies                                          ;Office Supplies
TEC-AC-10000387;Premier Electric Letter Opener;Supplies                                          ;Office Supplies
TEC-AC-10000397;Stiletto Hand Letter Openers;Supplies                                          ;Office Supplies
TEC-AC-10000420;Acme Serrated Blade Letter Opener;Supplies                                          ;Office Supplies
TEC-AC-10000474;Acme Stainless Steel Office Snips;Supplies                                          ;Office Supplies
TEC-AC-10000487;Acme Tagit Stainless Steel Antibacterial Scissors;Supplies                                          ;Office Supplies
TEC-AC-10000521;"""Fiskars 8"""" Scissors, 2/Pack""";Supplies                                          ;Office Supplies
TEC-AC-10000580;"""Acme Design Line 8"""" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"""" Cut""";Supplies                                          ;Office Supplies
TEC-AC-10000682;Martin-Yale Premier Letter Opener;Supplies                                          ;Office Supplies
TEC-AC-10000710;Acme Titanium Bonded Scissors;Supplies                                          ;Office Supplies
TEC-AC-10000736;Acme Softgrip Scissors;Supplies                                          ;Office Supplies
TEC-AC-10000844;Acme Design Stainless Steel Bent Scissors;Supplies                                          ;Office Supplies
TEC-AC-10000865;Acme Kleencut Forged Steel Scissors;Supplies                                          ;Office Supplies
TEC-AC-10000892;"""Elite 5"""" Scissors""";Supplies                                          ;Office Supplies
TEC-AC-10000926;Acme Galleria Hot Forged Steel Scissors with Colored Handles;Supplies                                          ;Office Supplies
TEC-AC-10000927;Maxell 74 Minute CD-R Spindle, 50/Pack;Accessories                                       ;Technology
TEC-AC-10000990;Microsoft Natural Ergonomic Keyboard 4000;Accessories                                       ;Technology
TEC-AC-10000991;Sony Micro Vault Click 16 GB USB 2.0 Flash Drive;Accessories                                       ;Technology
TEC-AC-10001013;Sony 64GB Class 10 Micro SDHC R40 Memory Card;Accessories                                       ;Technology
TEC-AC-10001090;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack;Accessories                                       ;Technology
TEC-AC-10001101;Kingston Digital DataTraveler 8GB USB 2.0;Accessories                                       ;Technology
TEC-AC-10001109;Sabrent 4-Port USB 2.0 Hub;Accessories                                       ;Technology
TEC-AC-10001114;Logitech M510 Wireless Mouse;Accessories                                       ;Technology
TEC-AC-10001142;Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB;Accessories                                       ;Technology
TEC-AC-10001266;KeyTronic KT800P2 - Keyboard - Black;Accessories                                       ;Technology
TEC-AC-10001267;Perixx PERIBOARD-512B, Ergonomic Split Keyboard;Accessories                                       ;Technology
TEC-AC-10001284;Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning;Accessories                                       ;Technology
TEC-AC-10001314;Kensington Expert Mouse Optical USB Trackball for PC or Mac;Accessories                                       ;Technology
TEC-AC-10001383;SanDisk Cruzer 4 GB USB Flash Drive;Accessories                                       ;Technology
TEC-AC-10001432;Verbatim Slim CD and DVD Storage Cases, 50/Pack;Accessories                                       ;Technology
TEC-AC-10001445;Logitech G13 Programmable Gameboard with LCD Display;Accessories                                       ;Technology
TEC-AC-10001465;Kensington K72356US Mouse-in-a-Box USB Desktop Mouse;Accessories                                       ;Technology
TEC-AC-10001539;Maxell DVD-RAM Discs;Accessories                                       ;Technology
TEC-AC-10001542;Logitech G600 MMO Gaming Mouse;Accessories                                       ;Technology
TEC-AC-10001552;Logitech Gaming G510s - Keyboard;Accessories                                       ;Technology
TEC-AC-10001553;WD My Passport Ultra 500GB Portable External Hard Drive;Accessories                                       ;Technology
TEC-AC-10001590;NETGEAR N750 Dual Band Wi-Fi Gigabit Router;Accessories                                       ;Technology
TEC-AC-10001606;NETGEAR RangeMax WNR1000 Wireless Router;Accessories                                       ;Technology
TEC-AC-10001635;Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ;Accessories                                       ;Technology
TEC-AC-10001714;Imation Bio 2GB USB Flash Drive Imation Corp;Accessories                                       ;Technology
TEC-AC-10001767;Sony Micro Vault Click 8 GB USB 2.0 Flash Drive;Accessories                                       ;Technology
TEC-AC-10001772;Logitech ClearChat Comfort/USB Headset H390;Accessories                                       ;Technology
TEC-AC-10001838;Micro Innovations Wireless Classic Keyboard with Mouse;Accessories                                       ;Technology
TEC-AC-10001874;Sony 16GB Class 10 Micro SDHC R40 Memory Card;Accessories                                       ;Technology
TEC-AC-10001908;Logitech Trackman Marble Mouse;Accessories                                       ;Technology
TEC-AC-10001956;Microsoft Wireless Mobile Mouse 4000;Accessories                                       ;Technology
TEC-AC-10001990;First Data FD10 PIN Pad;Accessories                                       ;Technology
TEC-AC-10001998;Memorex Micro Travel Drive 8 GB;Accessories                                       ;Technology
TEC-AC-10002001;Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...;Accessories                                       ;Technology
TEC-AC-10002006;Enermax Briskie RF Wireless Keyboard and Mouse Combo;Accessories                                       ;Technology
TEC-AC-10002018;Case Logic 2.4GHz Wireless Keyboard;Accessories                                       ;Technology
TEC-AC-10002049;Logitech Wireless Touch Keyboard K400;Accessories                                       ;Technology
TEC-AC-10002076;Enermax Aurora Lite Keyboard;Accessories                                       ;Technology
TEC-AC-10002134;Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink;Accessories                                       ;Technology
TEC-AC-10002167;SanDisk Cruzer 64 GB USB Flash Drive;Accessories                                       ;Technology
TEC-AC-10002217;Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology;Accessories                                       ;Technology
TEC-AC-10002253;SanDisk Cruzer 16 GB USB Flash Drive;Accessories                                       ;Technology
TEC-AC-10002305;Logitech K350 2.4Ghz Wireless Keyboard;Accessories                                       ;Technology
TEC-AC-10002323;Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack;Accessories                                       ;Technology
TEC-AC-10002331;Dell Slim USB Multimedia Keyboard;Accessories                                       ;Technology
TEC-AC-10002335;Logitech Wireless Performance Mouse MX for PC and Mac;Accessories                                       ;Technology
TEC-AC-10002345;KeyTronic KT400U2 - Keyboard - Black;Accessories                                       ;Technology
TEC-AC-10002370;Logitech MX Performance Wireless Mouse;Accessories                                       ;Technology
TEC-AC-10002380;SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card;Accessories                                       ;Technology
TEC-AC-10002399;Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive;Accessories                                       ;Technology
TEC-AC-10002402;Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset;Accessories                                       ;Technology
TEC-AC-10002473;Logitech Wireless Anywhere Mouse MX for PC and Mac;Accessories                                       ;Technology
TEC-AC-10002550;Logitech Wireless Headset h800;Accessories                                       ;Technology
TEC-AC-10002558;Microsoft Arc Touch Mouse;Accessories                                       ;Technology
TEC-AC-10002567;Kensington Orbit Wireless Mobile Trackball for PC and Mac;Accessories                                       ;Technology
TEC-AC-10002600;Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired;Accessories                                       ;Technology
TEC-AC-10002637;Logitech Wireless Gaming Headset G930;Accessories                                       ;Technology
TEC-AC-10002647;Memorex Micro Travel Drive 16 GB;Accessories                                       ;Technology
TEC-AC-10002718;AmazonBasics 3-Button USB Wired Mouse;Accessories                                       ;Technology
TEC-AC-10002800;Logitech G19 Programmable Gaming Keyboard;Accessories                                       ;Technology
TEC-AC-10002842;Logitech G19 Programmable Gaming Keyboard;Accessories                                       ;Technology
TEC-AC-10002857;Microsoft Natural Keyboard Elite;Accessories                                       ;Technology
TEC-AC-10002926;Rosewill 107 Normal Keys USB Wired Standard Keyboard;Accessories                                       ;Technology
TEC-AC-10002942;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;Accessories                                       ;Technology
TEC-AC-10003023;Imation Clip USB flash drive - 8 GB;Accessories                                       ;Technology
TEC-AC-10003027;Imation Bio 8GB USB Flash Drive Imation Corp;Accessories                                       ;Technology
TEC-AC-10003033;KeyTronic E03601U1 - Keyboard - Beige;Accessories                                       ;Technology
TEC-AC-10003038;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;Accessories                                       ;Technology
TEC-AC-10003063;Maxell 74 Minute CDR, 10/Pack;Accessories                                       ;Technology
TEC-AC-10003095;Logitech Media Keyboard K200;Accessories                                       ;Technology
TEC-AC-10003116;HP Standard 104 key PS/2 Keyboard;Accessories                                       ;Technology
TEC-AC-10003133;Maxell CD-R Discs;Accessories                                       ;Technology
TEC-AC-10003174;Sony 8GB Class 10 Micro SDHC R40 Memory Card;Accessories                                       ;Technology
TEC-AC-10003198;SanDisk Cruzer 32 GB USB Flash Drive;Accessories                                       ;Technology
TEC-AC-10003237;Razer Kraken PRO Over Ear PC and Music Headset;Accessories                                       ;Technology
TEC-AC-10003280;Maxell 4.7GB DVD-R;Accessories                                       ;Technology
TEC-AC-10003289;Maxell 4.7GB DVD-RW 3/Pack;Accessories                                       ;Technology
TEC-AC-10003399;Maxell 4.7GB DVD-RW 3/Pack;Accessories                                       ;Technology
TEC-AC-10003433;Imation Swivel Flash Drive USB flash drive - 8 GB;Accessories                                       ;Technology
TEC-AC-10003441;Logitech G602 Wireless Gaming Mouse;Accessories                                       ;Technology
TEC-AC-10003447;Belkin QODE FastFit Bluetooth Keyboard;Accessories                                       ;Technology
TEC-AC-10003499;Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black);Accessories                                       ;Technology
TEC-AC-10003590;Logitech Wireless Boombox Speaker - portable - wireless, wired;Accessories                                       ;Technology
TEC-AC-10003610;Belkin Standard 104 key USB Keyboard;Accessories                                       ;Technology
TEC-AC-10003614;Plantronics Audio 478 Stereo USB Headset;Accessories                                       ;Technology
TEC-AC-10003628;WD My Passport Ultra 2TB Portable External Hard Drive;Accessories                                       ;Technology
TEC-AC-10003657;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack;Accessories                                       ;Technology
TEC-AC-10003709;Logitech Wireless Marathon Mouse M705;Accessories                                       ;Technology
TEC-AC-10003832;WD My Passport Ultra 1TB Portable External Hard Drive;Accessories                                       ;Technology
TEC-AC-10003870;Logitech G105 Gaming Keyboard;Accessories                                       ;Technology
TEC-AC-10003911;Imation 8GB Mini TravelDrive USB 2.0 Flash Drive;Accessories                                       ;Technology
TEC-AC-10004001;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;Accessories                                       ;Technology
TEC-AC-10004114;Kingston Digital DataTraveler 16GB USB 2.0;Accessories                                       ;Technology
TEC-AC-10004127;Micro Innovations USB RF Wireless Keyboard with Mouse;Accessories                                       ;Technology
TEC-AC-10004145;Logitech G35 7.1-Channel Surround Sound Headset;Accessories                                       ;Technology
TEC-AC-10004171;Memorex Froggy Flash Drive 8 GB;Accessories                                       ;Technology
TEC-AC-10004209;Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive;Accessories                                       ;Technology
TEC-AC-10004227;Plantronics S12 Corded Telephone Headset System;Accessories                                       ;Technology
TEC-AC-10004353;Enermax Acrylux Wireless Keyboard;Accessories                                       ;Technology
TEC-AC-10004396;Memorex Micro Travel Drive 4 GB;Accessories                                       ;Technology
TEC-AC-10004420;Belkin F8E887 USB Wired Ergonomic Keyboard;Accessories                                       ;Technology
TEC-AC-10004469;Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard;Accessories                                       ;Technology
TEC-AC-10004510;Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive;Accessories                                       ;Technology
TEC-AC-10004518;Maxell 4.7GB DVD+R 5/Pack;Accessories                                       ;Technology
TEC-AC-10004568;Kingston Digital DataTraveler 32GB USB 2.0;Accessories                                       ;Technology
TEC-AC-10004571;Micropad Numeric Keypads;Accessories                                       ;Technology
TEC-AC-10004595;Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive;Accessories                                       ;Technology
TEC-AC-10004633;TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem;Accessories                                       ;Technology
TEC-AC-10004659;Logitech Illuminated - Keyboard;Accessories                                       ;Technology
TEC-AC-10004666;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack;Accessories                                       ;Technology
TEC-AC-10004708;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;Accessories                                       ;Technology
TEC-AC-10004761;Lenovo 17-Key USB Numeric Keypad;Accessories                                       ;Technology
TEC-AC-10004803;Maxell 4.7GB DVD-R 5/Pack;Accessories                                       ;Technology
TEC-AC-10004814;Logitech P710e Mobile Speakerphone;Accessories                                       ;Technology
TEC-AC-10004855;Logitech P710e Mobile Speakerphone;Accessories                                       ;Technology
TEC-AC-10004859;Logitech Z-906 Speaker sys - home theater - 5.1-CH;Accessories                                       ;Technology
TEC-AC-10004864;NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router;Accessories                                       ;Technology
TEC-AC-10004877;Logitech Wireless Headset H600 Over-The-Head Design;Accessories                                       ;Technology
TEC-AC-10004901;KeyTronic 6101 Series - Keyboard - Black;Accessories                                       ;Technology
TEC-AC-10004975;SanDisk Cruzer 8 GB USB Flash Drive;Accessories                                       ;Technology
TEC-AC-10004992;Logitech diNovo Edge Keyboard;Accessories                                       ;Technology
TEC-CO-10000971;Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset;Accessories                                       ;Technology
TEC-CO-10001046;Memorex Froggy Flash Drive 4 GB;Accessories                                       ;Technology
TEC-CO-10001449;SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card;Accessories                                       ;Technology
TEC-CO-10001571;Hypercom P1300 Pinpad;Accessories                                       ;Technology
TEC-CO-10001766;Logitech Keyboard K120;Accessories                                       ;Technology
TEC-CO-10001943;Cherry 142-key Programmable Keyboard;Accessories                                       ;Technology
TEC-CO-10002095;Microsoft Sculpt Comfort Mouse;Accessories                                       ;Technology
TEC-CO-10002313;Logitech Desktop MK120 Mouse and keyboard Combo;Accessories                                       ;Technology
TEC-CO-10003236;Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive;Accessories                                       ;Technology
TEC-CO-10003763;Maxell LTO Ultrium - 800 GB;Accessories                                       ;Technology
TEC-CO-10004115;Logitech G700s Rechargeable Gaming Mouse;Accessories                                       ;Technology
TEC-CO-10004202;First Data TMFD35 PIN Pad;Accessories                                       ;Technology
TEC-CO-10004722;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack;Accessories                                       ;Technology
TEC-MA-10000010;"""Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive";Accessories                                       ;Technology
TEC-MA-10000029;Maxell iVDR EX 500GB Cartridge;Accessories                                       ;Technology
TEC-MA-10000045;Sony 32GB Class 10 Micro SDHC R40 Memory Card;Accessories                                       ;Technology
TEC-MA-10000112;Maxell 4.7GB DVD+RW 3/Pack;Accessories                                       ;Technology
TEC-MA-10000418;Sony Micro Vault Click 4 GB USB 2.0 Flash Drive;Accessories                                       ;Technology
TEC-MA-10000423;Logitech Illuminated Ultrathin Keyboard with Backlighting;Accessories                                       ;Technology
TEC-MA-10000488;V7 USB Numeric Keypad;Accessories                                       ;Technology
TEC-MA-10000597;Maxell Pro 80 Minute CD-R, 10/Pack;Accessories                                       ;Technology
TEC-MA-10000752;Memorex Micro Travel Drive 32 GB;Accessories                                       ;Technology
TEC-MA-10000822;Imation 30456 USB Flash Drive 8GB;Accessories                                       ;Technology
TEC-MA-10000864;Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ;Accessories                                       ;Technology
TEC-MA-10000904;Plantronics Audio 995 Wireless Stereo Headset;Accessories                                       ;Technology
TEC-MA-10000984;Kingston Digital DataTraveler 64GB USB 2.0;Accessories                                       ;Technology
TEC-MA-10001016;Hewlett Packard 310 Color Digital Copier;Copiers                                           ;Technology
TEC-MA-10001031;Canon Imageclass D680 Copier / Fax;Copiers                                           ;Technology
TEC-MA-10001047;Hewlett Packard LaserJet 3310 Copier;Copiers                                           ;Technology
TEC-MA-10001127;Sharp 1540cs Digital Laser Copier;Copiers                                           ;Technology
TEC-MA-10001148;Canon PC940 Copier;Copiers                                           ;Technology
TEC-MA-10001570;Canon PC-428 Personal Copier;Copiers                                           ;Technology
TEC-MA-10001681;Hewlett Packard 610 Color Digital Copier / Printer;Copiers                                           ;Technology
TEC-MA-10001695;Canon PC1080F Personal Copier;Copiers                                           ;Technology
TEC-MA-10001856;Canon Image Class D660 Copier;Copiers                                           ;Technology
TEC-MA-10001972;Canon PC1060 Personal Laser Copier;Copiers                                           ;Technology
TEC-MA-10002073;Sharp AL-1530CS Digital Copier;Copiers                                           ;Technology
TEC-MA-10002109;Brother DCP1000 Digital 3 in 1 Multifunction Machine;Copiers                                           ;Technology
TEC-MA-10002178;Canon imageCLASS 2200 Advanced Copier;Copiers                                           ;Technology
TEC-MA-10002210;Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer;Machines                                          ;Technology
TEC-MA-10002412;Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner;Machines                                          ;Technology
TEC-MA-10002428;Zebra ZM400 Thermal Label Printer;Machines                                          ;Technology
TEC-MA-10002694;Panasonic KX MB2061 Multifunction Printer;Machines                                          ;Technology
TEC-MA-10002790;Cubify CubeX 3D Printer Double Head Print;Machines                                          ;Technology
TEC-MA-10002859;Texas Instruments TI-34 Scientific Calculator;Machines                                          ;Technology
TEC-MA-10002927;Bady BDG101FRU Card Printer;Machines                                          ;Technology
TEC-MA-10002930;Lexmark S315 Color Inkjet Printer;Machines                                          ;Technology
TEC-MA-10002937;Texas Instrument TI-15 Fraction Calculator;Machines                                          ;Technology
TEC-MA-10002981;Lexmark MX611dhe Monochrome Laser Printer;Machines                                          ;Technology
TEC-MA-10003066;Cisco 9971 IP Video Phone Charcoal;Machines                                          ;Technology
TEC-MA-10003173;Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner;Machines                                          ;Technology
TEC-MA-10003176;Okidata MB760 Printer;Machines                                          ;Technology
TEC-MA-10003183;Canon PC170 Desktop Personal Copier;Machines                                          ;Technology
TEC-MA-10003230;Socket Bluetooth Cordless Hand Scanner (CHS);Machines                                          ;Technology
TEC-MA-10003246;3D Systems Cube Printer, 2nd Generation, Magenta;Machines                                          ;Technology
TEC-MA-10003329;"""HP Designjet T520 Inkjet Large Format Printer - 24"""" Color""";Machines                                          ;Technology
TEC-MA-10003337;Okidata MB491 Multifunction Printer;Machines                                          ;Technology
TEC-MA-10003353;Okidata MB491 Multifunction Printer;Machines                                          ;Technology
TEC-MA-10003356;Cisco Desktop Collaboration Experience DX650 IP Video Phone;Machines                                          ;Technology
TEC-MA-10003493;Lexmark MarkNet N8150 Wireless Print Server;Machines                                          ;Technology
TEC-MA-10003589;Zebra GK420t Direct Thermal/Thermal Transfer Printer;Machines                                          ;Technology
TEC-MA-10003626;Okidata C610n Printer;Machines                                          ;Technology
TEC-MA-10003673;Okidata C331dn Printer;Machines                                          ;Technology
TEC-MA-10003674;3D Systems Cube Printer, 2nd Generation, White;Machines                                          ;Technology
TEC-MA-10003979;HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax;Machines                                          ;Technology
TEC-MA-10004002;Cisco CP-7937G Unified IP Conference Station Phone;Machines                                          ;Technology
TEC-MA-10004086;Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop;Machines                                          ;Technology
TEC-MA-10004125;Cisco TelePresence System EX90 Videoconferencing Unit;Machines                                          ;Technology
TEC-MA-10004212;Fellowes Powershred HS-440 4-Sheet High Security Shredder;Machines                                          ;Technology
TEC-MA-10004241;Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner;Machines                                          ;Technology
TEC-MA-10004255;NeatDesk Desktop Scanner & Digital Filing System;Machines                                          ;Technology
TEC-MA-10004458;Ativa MDM8000 8-Sheet Micro-Cut Shredder;Machines                                          ;Technology
TEC-MA-10004521;Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier;Machines                                          ;Technology
TEC-MA-10004552;Ricoh - Ink Collector Unit for GX3000 Series Printers;Machines                                          ;Technology
TEC-MA-10004626;Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner;Machines                                          ;Technology
TEC-MA-10004679;I.R.I.S IRISCard Anywhere 5 Card Scanner;Machines                                          ;Technology
TEC-PH-10000004;Wasp CCD Handheld Bar Code Reader;Machines                                          ;Technology
TEC-PH-10000011;Hewlett-Packard 300S Scientific Calculator;Machines                                          ;Technology
TEC-PH-10000038;Okidata B400 Printer;Machines                                          ;Technology
TEC-PH-10000127;DYMO CardScan Personal V9 Business Card Scanner;Machines                                          ;Technology
TEC-PH-10000141;Okidata C610n Printer;Machines                                          ;Technology
TEC-PH-10000148;Hewlett-Packard Deskjet D4360 Printer;Machines                                          ;Technology
TEC-PH-10000149;Vtech AT&T CL2940 Corded Speakerphone, Black;Machines                                          ;Technology
TEC-PH-10000169;Okidata B401 Printer;Machines                                          ;Technology
TEC-PH-10000193;Xerox WorkCentre 6505DN Laser Multifunction Printer;Machines                                          ;Technology
TEC-PH-10000213;Panasonic KX MC6040 Color Laser Multifunction Printer;Machines                                          ;Technology
TEC-PH-10000215;Penpower WorldCard Pro Card Scanner;Machines                                          ;Technology
